fen	bestmove	score_cp	multipv	suite	split	case_id	random_prefix	takeover_plies	final_ply	worker	attempt
1n2kabn1/3r5/b2a2C2/2p1p3p/8P/4P1P2/pcP6/B1RK1AN2/9/1N1Ac1B1R w	i0i4	-2085	1:i0i4:-2085;2:i0i2:-2105;3:i0i1:-2256;4:g2f0:-2542	random_pikafish_takeover	seed	case-000700	52	2	54	4	121
r2a1kbnr/4a4/b1n1c4/p3p1p2/2p3P1p/8P/P1P1P4/1C2BA2B/1R2A4/1N2K2NR w	g5g6	-1	1:g5g6:-1;2:h0g2:-17;3:b2c2:-25;4:i2g0:-35	random_pikafish_takeover	seed	case-000701	30	2	32	2	121
1r2kab2/4a2cC/4b3n/p3pCp2/2p3c1p/P8/2P1P3P/N3BR3/9/R1BAKA1N1 b	i7h5	-4357	1:i7h5:-4357;2:c5c4:-4405;3:i7g8:-4370;4:b9b2:-4373	random_pikafish_takeover	seed	case-000702	33	2	35	0	119
2b1k2r1/4a3c/b4aC2/p1P1p3p/4P1PP1/9/P2c5/5A2B/N7r/2BAK2N1 b	e6e5	9999	1:e6e5:9999;2:i1h1:6382;3:h9g9:6382;4:h9h7:6382	random_pikafish_takeover	seed	case-000703	63	2	65	5	120
rnba1abr1/4k4/1c7/p1p1p3p/4c1p2/P1P6/4P1P1P/B3B4/C3A4/RN1AKN2R b	b7b1	10	1:b7b1:10;2:b9c7:6;3:e8e9:1;4:b7i7:1	random_pikafish_takeover	seed	case-000704	23	2	25	3	122
2nk5/3c5/3aba3/r7p/5Rb2/2P1p1C1P/6P2/4B4/4A4/4KAB1N b	a6a0	1342	1:a6a0:1342;2:i6i5:265;3:d9e9:61;4:a6a3:55	random_pikafish_takeover	seed	case-000705	89	2	91	1	121
2na1a1r1/9/b1c1k3b/9/P3pCp2/7p1/2P1P1P2/1R4NRB/4A4/1NBK1A3 w	b2b6	5540	1:b2b6:5540;2:b2b5:4887;3:b2b8:4849;4:g2h0:4718	random_pikafish_takeover	seed	case-000706	78	2	80	4	122
rn1a1k3/9/1n1Cba2c/1rp1p4/2b4PP/p1P6/P3P4/R1N5B/R3A4/4K1BN1 b	e7g9	-1659	1:e7g9:-1659;2:a4a3:-1666;3:e7g5:-1819;4:b7d6:-1882	random_pikafish_takeover	seed	case-000707	75	2	77	2	122
2bk1abnr/rc7/9/p1p3p1p/4P4/P1P6/6P1P/N3C4/4c2R1/R1B1KABN1 w	h1e1	4167	1:h1e1:4167;2:f0e1:4165;3:e5d5:3653;4:e0e1:3238	random_pikafish_takeover	seed	case-000708	26	2	28	0	120
rnbak1b2/3r1n3/7c1/p1p1p1p1p/9/9/P1P1P1P1P/R3B2C1/1c5R1/1N1AKABN1 b	h7h1	4417	1:h7h1:4417;2:b1b8:1937;3:d8d0:1885;4:b1b5:1875	random_pikafish_takeover	seed	case-000709	19	2	21	5	121
2raka2n/9/b1n6/p1p3p1p/2b1p4/P4c2P/2P1N1P2/4B4/3CA3R/2BA1KRN1 b	e5e4	-3759	1:e5e4:-3759;2:c7e6:-3770;3:d9e8:-3797;4:c9c8:-3823	random_pikafish_takeover	seed	case-000710	35	2	37	3	123
1Cbaka1n1/2r6/8b/p1p1C1p1p/9/P8/1cP1P1P1P/2NA1rN2/9/R1BAK1BR1 b	h9f8	-3446	1:h9f8:-3446;2:b3e3:-3459;3:c8b8:-3507;4:h9g7:-3515	random_pikafish_takeover	seed	case-000711	19	2	21	4	123
r2aka3/1r4n2/2n1b4/1C4N2/c1p3b1p/1pP1P1P1P/9/4B1RN1/c8/2BAKA1C1 b	b8b6	4049	1:b8b6:4049;2:a1a0:4007;3:g5i7:3911;4:a5a2:3805	random_pikafish_takeover	seed	case-000712	77	2	79	1	122
1nba1a3/3k5/rc2b4/2p1nr2p/C3P1p2/1Cc3P2/P1P5P/R2AB3N/3N4R/3A1KB2 w	f0e0	294	1:f0e0:294;2:i1f1:122;3:d1f2:-1100;4:e5f5:-1958	random_pikafish_takeover	seed	case-000713	52	2	54	2	123
1nbaka3/1c3n3/1cr5r/N1p1p1p2/P1P3b1p/9/4P1P1P/4B3N/4A4/R1BAK2R1 b	b7a7	3102	1:b7a7:3102;2:c7c8:2992;3:b8a8:2942;4:c7e7:2273	random_pikafish_takeover	seed	case-000714	31	2	33	0	121
1nb2kb1r/4a4/5c2n/1Cprp1p1p/p3cR3/P8/2P3P1P/6NR1/9/1NBAKAB2 w	b6d6	2473	1:b6d6:2473;2:f5e5:-24;3:f5f7:-868;4:a4a5:-2528	random_pikafish_takeover	seed	case-000715	28	2	30	5	122
r2k1ab2/9/3ab3n/p2n2pc1/8p/P5P2/2r5P/1R7/4KC3/R4ABN1 w	a0d0	-4212	1:a0d0:-4212;2:h0g2:-4214;3:f1f8:-4161;4:e1e0:-4208	random_pikafish_takeover	seed	case-000716	68	2	70	3	124
r1ba1abnr/2c6/2N1kc3/2p3p2/2PCp4/P7p/4P1P1P/C5R2/R3A4/2B1K1B2 w	a2a9	4930	1:a2a9:4930;2:d5d7:4345;3:g2f2:4077;4:e3e4:3911	random_pikafish_takeover	seed	case-000717	34	2	36	1	123
3akabC1/r2n4n/b8/p1p1p1pc1/8p/P5P2/1RP1P4/N3B1c2/4KC1R1/3A1A3 w	f1f2	3566	1:f1f2:3566;2:e2c0:3553;3:a2b0:3489;4:a2c1:3453	random_pikafish_takeover	seed	case-000718	58	2	60	4	124
r1ba1abn1/4k4/1cn2r3/p1p1p1p1p/7c1/5C3/P1P1P1P1P/4C4/4K4/RNBA1ABNR w	f4e4	-543	1:f4e4:-543;2:f4c4:-662;3:f4g4:-1027;4:f4b4:-1157	random_pikafish_takeover	seed	case-000719	14	2	16	0	122
2ba1ab1r/9/4k1C2/9/7P1/P3r4/R2p2Cc1/4p4/3K5/3A1ABN1 w	a3d3	-9999	1:a3d3:-9999;2:g0e2:-31993;3:g3e3:-31994;4:d0e1:-31995	random_pikafish_takeover	seed	case-000720	80	2	82	5	124
1Cbnka3/6r2/3a4b/p1p6/4p3p/6pcP/P1c1P4/R1NAB3R/7C1/3A1KBN1 w	h1d1	4365	1:h1d1:4365;2:h1e1:4279;3:e2g4:4271;4:h1a1:4202	random_pikafish_takeover	seed	case-000721	50	2	52	2	125
2rakab2/2r1n4/4b1n2/4p3p/pRp2Np2/c1P5C/4P1PcP/B5C2/8N/3AKAB1R w	f5e7	17	1:f5e7:17;2:f5g7:0;3:f5d6:0;4:i1h3:-28	random_pikafish_takeover	seed	case-000722	40	2	42	3	125
1n1ak2nr/4a4/bc6b/p1p1p4/6p1p/2P6/P3P2cP/2C3NR1/9/RNBAKAB2 b	h3g3	-2845	1:h3g3:-2845;2:h3f3:-3027;3:b7b3:-3213;4:b7g7:-3685	random_pikafish_takeover	seed	case-000723	23	2	25	4	125
1n2ka1nr/4a4/b7b/p2rpCp2/2p5p/4Pc3/P1P3P1P/1C2B4/4RN3/1NBAKA3 b	d6d7	2687	1:d6d7:2687;2:d6d8:2505;3:e6e5:2542;4:d6d2:2536	random_pikafish_takeover	seed	case-000724	27	2	29	1	124
2ba1ab2/8R/n2k4n/2pC4p/p3P1p2/PNPc5/6P1P/N7R/4K4/5A3 w	e5e6	9999	1:e5e6:9999;2:e5d5:9999;3:i2d2:9999;4:b4c6:9999	random_pikafish_takeover	seed	case-000725	62	2	64	0	123
3akCb2/2r1r4/n5n2/2p3p1p/2b1pc3/p3P1P1P/2P6/4B4/3KA4/RNCA1RBN1 w	f0f5	6	1:f0f5:6;2:e1d2:-8;3:a0a2:-579;4:a0a1:-1075	random_pikafish_takeover	seed	case-000726	66	2	68	5	125
2bak1bnr/4a4/9/pr4p2/1cp5p/P3P1P2/2PN4P/4B4/4C2c1/2RAKABNR w	e1b1	53	1:e1b1:53;2:c0b0:29;3:d3f2:41;4:e1a1:24	random_pikafish_takeover	seed	case-000727	26	2	28	2	126
3k1abn1/r2nC4/b2a5/pc7/8p/6B2/P1P1r1P1P/B8/4A1R2/3AK2NR b	d7e8	4306	1:d7e8:4306;2:b6b0:4222;3:f9e8:4112;4:d8b7:4041	random_pikafish_takeover	seed	case-000728	35	2	37	3	126
rnb1kab1r/4a1n2/9/p1p3pcp/2c2C3/4P4/P1P3P1P/4B4/4C4/RNBAKA1NR w	a3a4	996	1:a3a4:996;2:a0a2:940;3:e4e5:888;4:h0g2:853	random_pikafish_takeover	seed	case-000729	18	2	20	4	126
3ak4/2P1an1R1/4b4/2R1p4/2p6/p5P1p/P8/4B4/9/2BAKA3 b	e9f9	-9999	1:e9f9:-9999;2:e7c9:-9999;3:f8g6:-9999;4:i4h4:-9999	random_pikafish_takeover	seed	case-000730	67	2	69	1	125
1n1aka1nr/9/3rb3b/p1p1p3p/4P1p2/2C1c3P/P1P4R1/2c1R4/4C4/1NBAKABN1 b	c2c4	-3	1:c2c4:-3;2:e4e1:-4;3:e6e5:-2775;4:i7g9:-3079	random_pikafish_takeover	seed	case-000731	31	2	33	0	124
r2a2b1r/4k4/n4a3/2p6/P3p2Pp/2P1P4/R4c3/2N2Cc2/4K4/3A1ABN1 b	g2c2	2997	1:g2c2:2997;2:a7b5:1621;3:g2g8:1530;4:g2h2:1341	random_pikafish_takeover	seed	case-000732	57	2	59	5	126
3k1a3/R2n2r2/8b/2pc4p/p2nr1p2/P7P/2Ncp1P2/8B/3KA4/R1BA3N1 w	c3d5	-9999	1:c3d5:-9999;2:a8a9:-9999;3:a8d8:-31994;4:e1f2:-31994	random_pikafish_takeover	seed	case-000733	74	2	76	2	127
C1ba2bn1/3C5/4ka1R1/2p1p3p/1P4p2/p3P1P1c/8P/8R/3KA4/1NB2AB2 w	i2d2	31995	1:i2d2:31995;2:h7h6:31993;3:i2f2:31993;4:i2h2:31992	random_pikafish_takeover	seed	case-000734	54	2	56	3	127
2cakab1r/2C6/1R2b1n2/p1n1c3p/2p1p1p2/1C2P1B2/P1P3P1P/B8/5N3/1N1AKA2R w	b7d7	3269	1:b7d7:3269;2:i0h0:3010;3:c8c7:2980;4:b4b6:2906	random_pikafish_takeover	seed	case-000735	44	2	46	4	127
2bakabn1/9/nc6r/p1p3pCp/9/6P2/PCP1P3P/9/4A4/RNBAK1BNR w	h0g2	4663	1:h0g2:4663;2:i0i2:4612;3:b3b4:4634;4:h6h5:4628	random_pikafish_takeover	seed	case-000736	14	2	16	1	126
1nba1Cb2/4k4/3r3cr/pCp3p2/4p2cp/6P2/P1P1P3P/6N2/2N1A4/R1B1KAB1R w	f9f1	3168	1:f9f1:3168;2:a0b0:3158;3:c0e2:3147;4:f9c9:3145	random_pikafish_takeover	seed	case-000737	22	2	24	0	125
rn2kabn1/4a2Cr/b4c3/p1p1p1p1p/9/6BC1/P1P1P1P1P/9/R3KN3/1NcA1A2R w	h8h6	-97	1:h8h6:-97;2:i0h0:-810;3:h8h7:-895;4:h8h5:-828	random_pikafish_takeover	seed	case-000738	16	2	18	5	127
1nbak1b2/1c2a2r1/8n/p3p4/2p3p1p/P1PcP1P1P/9/2r5N/R1C1K4/2BA1AB1R b	c2c1	5151	1:c2c1:5151;2:h8h2:4781;3:h8h3:4501;4:g5g4:4423	random_pikafish_takeover	seed	case-000739	35	2	37	2	128
1n1k1C3/8r/rc2b3b/4p4/p1p3P2/2P1Pp3/8R/4BAN2/2N1A4/1c3KB2 w	i3b3	-2877	1:i3b3:-2877;2:g2f4:-2890;3:c4c5:-3048;4:e4e5:-3055	random_pikafish_takeover	seed	case-000740	70	2	72	3	128
2ba1kcr1/4an1C1/2n5b/2P6/4p1pRp/r2C2P2/1c2P3P/4R3N/9/1NBAKAB2 w	d4d1	-12	1:d4d1:-12;2:e2d2:-170;3:c6c7:-218;4:d4d6:-335	random_pikafish_takeover	seed	case-000741	66	2	68	4	128
2b1kab2/1r2a2n1/n8/C3p1p2/2p2P2p/6B2/P5P1P/5r3/4K1N2/2B2AR1C b	f2c2	4426	1:f2c2:4426;2:b8b6:4406;3:f2f5:4326;4:c5c4:4275	random_pikafish_takeover	seed	case-000742	75	2	77	1	127
3ak4/6r2/b8/4p1p1p/P1p4P1/6B1C/n1P1P1N1P/9/4K3R/1N1A1AB2 b	g6g5	-4212	1:g6g5:-4212;2:g8b8:-4621;3:c5c4:-4673;4:g8f8:-4682	random_pikafish_takeover	seed	case-000743	63	2	65	0	126
3C1ab2/4k4/3cb1n2/2c1p1p2/p1p3P1p/P1P6/4Pn3/N1C1B4/4A4/2BAK2Nr b	i0h0	9999	1:i0h0:9999;2:f3g1:6191;3:g6g5:5665;4:c5c4:5472	random_pikafish_takeover	seed	case-000744	53	2	55	5	128
3a3nr/2r6/b1nak3b/p3p4/3P3P1/2P3P2/P8/3RB3B/4KC3/1N1A1A1NR b	h9g7	-4596	1:h9g7:-4596;2:c7d5:-4559;3:e7e8:-4572;4:c8b8:-4574	random_pikafish_takeover	seed	case-000745	69	2	71	2	129
2b1kabn1/4a2c1/9/p1p1p1p1p/7C1/PrP6/4P1P1P/3A5/R4K3/5ABN1 b	h8h0	3938	1:h8h0:3938;2:h8i8:2701;3:h8g8:2537;4:h8f8:2447	random_pikafish_takeover	seed	case-000746	39	2	41	3	129
2bakabn1/r4r3/c1C3c2/p1p1p3p/6p2/9/P1P1P1P1P/1C6R/4N4/RNBAKAB2 w	i2h2	233	1:i2h2:233;2:b2e2:138;3:b2f2:125;4:a0a2:115	random_pikafish_takeover	seed	case-000747	12	2	14	1	128
3a3nr/4k2C1/1c1ab3b/8p/6p2/pC4P2/P2NP3P/3n1K3/8R/c2A1AB2 b	a4b4	3541	1:a4b4:3541;2:a0a2:3503;3:e8e9:2230;4:d2e0:1976	random_pikafish_takeover	seed	case-000748	71	2	73	4	129
3a3R1/1R1nk3C/8b/4p1p1p/P1r1P1b2/p2N2P2/P7P/3K4N/4r3c/C1BA2B2 w	d0e1	9999	1:d0e1:9999;2:h9d9:9999;3:h9h8:9999;4:i8d8:5950	random_pikafish_takeover	seed	case-000749	76	2	78	0	127
1Cba1a3/4k2Cn/4b4/2p1p4/p3N3p/4PN2P/P1P6/c3K4/3r5/2B2AB2 w	e5g6	-190	1:e5g6:-190;2:f4e6:-234;3:e5g4:-701;4:f4h5:-1412	random_pikafish_takeover	seed	case-000750	72	2	74	5	129
1nb1ka1n1/rC2a4/4b4/p1p6/6p1p/2P1P3P/P1N4c1/4B1NR1/4c4/3AKAB2 b	h3a3	756	1:h3a3:756;2:h3d3:493;3:a8b8:405;4:e1a1:296	random_pikafish_takeover	seed	case-000751	41	2	43	2	130
2rakabn1/5r3/n3b4/2p1p1p2/p7p/4P2C1/P1P2cP1P/5A2R/2R2N3/2B1KABc1 b	f8f4	4107	1:f8f4:4107;2:h0h3:4097;3:f3f1:4021;4:i5i4:4010	random_pikafish_takeover	seed	case-000752	29	2	31	3	130
rnbakab2/6c2/6ncr/2p1p1p2/p7p/4P1P2/P1P5R/N2C1CN2/4A4/R1B1KAB2 b	b9c7	-110	1:b9c7:-110;2:i5i4:-98;3:a9a8:-98;4:g6g5:-226	random_pikafish_takeover	seed	case-000753	19	2	21	1	129
1rba1C3/5n3/b3k2cr/p5p1C/1Pp1p4/2B1P1P1P/2c6/R1N6/4AK3/3A2BR1 b	i7i6	172	1:i7i6:172;2:e7e8:12;3:h7f7:-4;4:e5e4:-44	random_pikafish_takeover	seed	case-000754	71	2	73	4	130
r1bakabn1/n8/4c4/p1pC2p1r/8p/2P6/Pc2P1P1P/NC2B1N2/3R5/R1BAKA3 b	i6i8	-1671	1:i6i8:-1671;2:i6i7:-1677;3:i6i9:-2027;4:e7e6:-2287	random_pikafish_takeover	seed	case-000755	17	2	19	0	128
3aka3/8n/b2C2c2/p6P1/2b1p4/5r1nP/P1P6/4K4/3c5/1NBARABR1 b	g7e7	31998	1:g7e7:31998;2:d1d6:31990;3:h4f3:9999;4:h4i2:9999	random_pikafish_takeover	seed	case-000756	87	2	89	3	131
rnb2ab2/4ak3/c3c3n/p1pr5/4p3p/P3P1p2/2P3P1P/B4C2N/4K2R1/RNBA1A1C1 w	h1h8	1049	1:h1h8:1049;2:e1f1:797;3:g3g4:687;4:e1e0:736	random_pikafish_takeover	seed	case-000757	50	2	52	5	130
2bak1b1r/r3a1c2/2n5n/p1p3p1p/4p1P2/9/P1P1P3P/C3BR3/N3A2C1/R1BAK2N1 w	g5h5	2977	1:g5h5:2977;2:h0f1:2939;3:f2h2:2822;4:a0b0:2672	random_pikafish_takeover	seed	case-000758	32	2	34	2	131
3akabnr/nR7/b5r2/p1p1p3p/6p2/2C1P4/P1P5P/2NAB1N2/3R2c2/C1BAK2c1 b	c6c5	-3145	1:c6c5:-3145;2:g5g4:-3183;3:f9e8:-3143;4:g1g0:-3312	random_pikafish_takeover	seed	case-000759	37	2	39	1	130
2ba1ab2/4k2r1/1cn6/r3p1p1p/4c4/2p3P2/P1P1P3P/R1N5B/4A4/2BAK1RN1 b	c4c3	4214	1:c4c3:4214;2:a6b6:4174;3:e5a5:4154;4:c4d4:3916	random_pikafish_takeover	seed	case-000760	35	2	37	4	131
1n1a1abn1/1c3k3/4b1r2/2p1C2rp/3c2p2/2P1P4/P5P1P/R3C4/4A1N2/1NBAK1B2 b	b8e8	2890	1:b8e8:2890;2:g5g4:2725;3:b9d8:2469;4:f9e8:2408	random_pikafish_takeover	seed	case-000761	45	2	47	0	129
1Cbak4/4a4/1r2b4/r3p2np/p1p3p2/5Cc2/P1P1PNP1R/B3B4/2R6/1N1AKA3 w	i3i6	3663	1:i3i6:3663;2:f4f6:3564;3:g3g4:3518;4:c1h1:3332	random_pikafish_takeover	seed	case-000762	64	2	66	3	132
2bnk1br1/3C5/r4a3/2p1p1pcp/C8/p1P3P2/P3P3P/Bc6R/4A4/R1BAK2N1 b	h6h2	1950	1:h6h2:1950;2:a7a5:130;3:h6h1:4;4:a4a3:1	random_pikafish_takeover	seed	case-000763	43	2	45	5	131
r1bakabnr/6cc1/2n6/pCp1p3p/6p2/4P4/P1P3P1P/B1C5B/3N5/R2AKA1NR b	g8e8	389	1:g8e8:389;2:h8h7:279;3:a9a8:232;4:a9b9:206	random_pikafish_takeover	seed	case-000764	15	2	17	2	132
3k1ab2/9/4ba1r1/4n1p2/p1r1P4/P1P3P1p/4R4/1c2B4/6R1N/1N1AK1B2 w	g1d1	4022	1:g1d1:4022;2:c4c5:3918;3:e3d3:3526;4:a4a5:3041	random_pikafish_takeover	seed	case-000765	82	2	84	1	131
3a1kb2/2nc4r/b4a3/4p4/p7P/3rP1P2/2p6/7R1/3NA3N/4KAB2 b	d9e8	4733	1:d9e8:4733;2:c8d6:4619;3:d4d1:4693;4:a7c5:4612	random_pikafish_takeover	seed	case-000766	85	2	87	4	132
2bakab1r/n2R5/9/2p1p1n2/p1P3p1P/9/1c1R5/2NA4c/8N/4KA1C1 w	d8d9	31993	1:d8d9:31993;2:c2b4:3249;3:h0h6:3220;4:h0g0:3167	random_pikafish_takeover	seed	case-000767	80	2	82	0	130
rnba1a2r/4k4/b7n/p1R6/4p3p/PC4p1P/N1P1P2c1/B6c1/4A1C2/R3KABN1 b	h3h0	-2399	1:h3h0:-2399;2:e8e9:-2431;3:c9e7:-2458;4:a7c5:-2487	random_pikafish_takeover	seed	case-000768	43	2	45	3	133
2bakabnr/4r4/2n6/pcp1p1p1p/8P/5cP2/P3P4/2N1B2R1/C3K4/R1CA1ABN1 b	c6c5	-1444	1:c6c5:-1444;2:g9e7:-1480;3:c7a8:-1482;4:e8d8:-1492	random_pikafish_takeover	seed	case-000769	43	2	45	5	132
1n3kb2/1CC6/4bRn2/p3p4/P1p3P2/3r4p/N1P1P2rP/9/4N4/c1BAKAB2 b	f9e9	1406	1:f9e9:1406	random_pikafish_takeover	seed	case-000770	55	2	57	2	133
C2k1a1nr/4ac3/n7b/p3p1p2/2b6/P8/4P1P1p/7C1/5r3/RNBAK1BNR w	b0c2	2088	1:b0c2:2088;2:d0e1:1658;3:b0a2:1315;4:h2d2:1135	random_pikafish_takeover	seed	case-000771	44	2	46	1	132
r1b1ka1nr/4a4/7cb/p1p3p1p/4p4/P6c1/2P1P1P1P/B2CBC3/R3A4/RN1K1A3 w	f2h2	-21	1:f2h2:-21;2:a2c4:-153;3:a1b1:-162;4:e2g0:-163	random_pikafish_takeover	seed	case-000772	28	2	30	4	133
1n2ka3/r3a1r2/b3b4/2p6/2nP2p1p/2P2NPc1/1p2C4/N4A2R/8C/2BRKAB2 w	f4d3	4505	1:f4d3:4505;2:f4e6:4501;3:g4g5:4454;4:i1e1:4284	random_pikafish_takeover	seed	case-000773	76	2	78	0	131
1nb1ka3/rC2a4/1c2b1nc1/p1p1p3p/6p2/2P6/P1C1P1P1P/8B/9/RNBAKA1NR w	c3b3	3211	1:c3b3:3211;2:g3g4:2185;3:b0a2:2170;4:b0c2:2120	random_pikafish_takeover	seed	case-000774	14	2	16	3	134
2baka1nr/r8/2n5b/p3p1p1p/8P/P1p6/4P1P2/N4CC1R/R3A4/2B1KA1N1 w	f2c2	4338	1:f2c2:4338;2:i2i4:4345;3:a1c1:4334;4:i5i6:4271	random_pikafish_takeover	seed	case-000775	44	2	46	5	133
4k4/1nr1a3r/4b2n1/p1p1PP2p/6N2/4C1B2/P1PN4P/R4A3/9/1cBAKR3 b	h7g5	-3602	1:h7g5:-3602;2:b0d0:-4201;3:c8d8:-4533;4:i8g8:-4792	random_pikafish_takeover	seed	case-000776	83	2	85	2	134
2bakab2/6nC1/n3r4/p1p1p2cp/9/P1P3p2/4P1P1P/4B4/2C1K4/RNBA4r b	i0d0	6382	1:i0d0:6382;2:e7f7:6382;3:e7d7:6261;4:g4g3:6000	random_pikafish_takeover	seed	case-000777	55	2	57	1	133
3akar2/9/n2nb4/pCp3p1p/P5b2/r3p2cN/2PCP3R/9/3K5/2BA1AB2 b	a4a1	4966	1:a4a1:4966;2:i6i5:4882;3:d7c5:4895;4:g9h9:4734	random_pikafish_takeover	seed	case-000778	53	2	55	4	134
1n1a1abnr/4k4/2r5c/2p1C3p/p1b3p2/6P1P/P1P1P2C1/2R6/4A4/1NBAK1BR1 w	g4g5	3965	1:g4g5:3965;2:e6e5:3869;3:h3h6:3809;4:e6e4:3306	random_pikafish_takeover	seed	case-000779	24	2	26	0	132
1nbak1b2/4ar3/r1c3nc1/p3p1p1p/1CP6/6BC1/P3P1P1P/6N2/4A4/RNB1KA2R b	f8f3	22	1:f8f3:22;2:c9e7:19;3:g6g5:7;4:c7c8:6	random_pikafish_takeover	seed	case-000780	23	2	25	3	135
r3ka1r1/7c1/P3Na1P1/p1p6/4p4/6c2/P3P4/B8/1C2A4/R1NK5 w	e7c8	-25	1:e7c8:-25;2:b1b7:-2243;3:e1f2:-2378;4:b1b2:-2467	random_pikafish_takeover	seed	case-000781	80	2	82	5	135
3aka3/6r2/5rn2/2pN2p1p/2b6/P1P3B1P/6P2/4B4/4A4/4KA3 b	f7b7	5845	1:f7b7:5845;2:f7d7:5823;3:f7f3:5750;4:f7f4:5665	random_pikafish_takeover	seed	case-000782	85	2	87	2	135
2bak1b1r/4a4/8n/p4r2p/1cN1p3P/2P1P1B2/P5P2/5C2B/1c2A4/3RKA1NR w	f2e2	0	1:f2e2:0;2:d0d3:4;3:d0d1:0;4:d0d2:-1	random_pikafish_takeover	seed	case-000783	50	2	52	1	134
2ba2b2/1n1ka4/8n/8p/p1P1p1c2/P3P1B2/6P1P/7R1/9/R1BA1K3 w	a0b0	4797	1:a0b0:4797;2:e4e5:4758;3:a4a5:4688;4:h2d2:4640	random_pikafish_takeover	seed	case-000784	86	2	88	4	135
1r1akaCc1/9/n4r3/p7p/2b1P4/P5p2/6P1P/N8/R3A3c/2B1KABN1 b	f9e8	4632	1:f9e8:4632;2:e9e8:4492	random_pikafish_takeover	seed	case-000785	39	2	41	3	136
rn1a1ab2/4kc3/1c2r4/2p3p1C/p1bNP1n2/P5B1p/2P3P1P/R2C5/4A1R2/2BA1K1N1 w	d2e2	4075	1:d2e2:4075;2:d5e7:3902;3:i6i8:3725;4:d2d9:2086	random_pikafish_takeover	seed	case-000786	62	2	64	0	133
1nba1ab1r/4k4/9/1Cp6/2c1p1p1p/p1P1P1P1P/5c3/N3B4/3rN2R1/3AKAB2 b	f3c3	4522	1:f3c3:4522;2:e8d8:4518;3:c5b5:4449;4:c5a5:4162	random_pikafish_takeover	seed	case-000787	59	2	61	5	136
2c2abn1/3rk4/b2a5/p1P1p1p1r/8p/4PnP1P/2Nc4R/4B4/4K4/1CBA1A1N1 b	i6h6	4090	1:i6h6:4090;2:d3d4:4018;3:d3d1:3873;4:d8b8:3840	random_pikafish_takeover	seed	case-000788	55	2	57	2	136
5a3/5r3/b3ka2b/4pPp2/3P5/1pB4rP/n5P2/N2C5/4KR3/2BA1A1N1 w	d2e2	4425	1:d2e2:4425;2:e1e0:3627;3:g3g4:3393;4:d5d6:2847	random_pikafish_takeover	seed	case-000789	86	2	88	1	135
3a1a1n1/3nkC2r/b3b4/6pr1/4c3p/2p2p1N1/p3P3P/BN1K5/R7R/3A1AB2 b	a3b3	5316	1:a3b3:5316;2:c4d4:4756;3:c4c3:4478;4:i8f8:4303	random_pikafish_takeover	seed	case-000790	65	2	67	4	136
2bak1r2/4a4/r3b4/3cp2cp/2p6/2P3BCP/4P4/N3R4/5K2R/3A1ABN1 w	f1e1	-1178	1:f1e1:-1178;2:h0g2:-1272;3:h0i2:-1464;4:c4c5:-1365	random_pikafish_takeover	seed	case-000791	56	2	58	0	134
5k1n1/1rnRa4/b3ba3/p1p1C3p/4p4/P1B6/2P2p1NP/9/4N4/R1CAKAB2 w	e6f6	6382	1:e6f6:6382;2:c0c2:6261;3:e1f3:6261;4:h3f4:6261	random_pikafish_takeover	seed	case-000792	86	2	88	3	137
1nbak1b2/1r7/4na3/p1p1P1p2/1C2P4/P7p/9/7RB/5R3/1N1AKA3 w	b5b2	5206	1:b5b2:5206;2:h2b2:5160;3:f1b1:5142;4:b5b1:5139	random_pikafish_takeover	seed	case-000793	90	2	92	5	137
rc2kab2/1rn1a4/6R2/6p1p/p1p1R4/P7P/2P1P1P2/B1N2C3/3c4C/N3KAB2 w	g7g9	4238	1:g7g9:4238;2:i1i6:4192;3:e5d5:4134;4:f2f4:4051	random_pikafish_takeover	seed	case-000794	72	2	74	2	137
1nba1abnr/9/r3k2c1/p1p1p3p/1P4p1P/9/2P1P1P1C/NC3AR2/9/2BAK1BN1 b	e7e8	427	1:e7e8:427;2:i9i8:388;3:h9g7:249;4:h7i7:218	random_pikafish_takeover	seed	case-000795	35	2	37	1	136
2b1kacn1/4a4/2n1b4/p1C1p4/3r2p1p/P1P1P4/6PrP/5A2N/9/R1B1KAB2 w	c0e2	-4587	1:c0e2:-4587;2:f0e1:-4782;3:c4c5:-4908;4:f2e1:-4840	random_pikafish_takeover	seed	case-000796	76	2	78	4	137
1nba1ab1C/4k4/1c6n/r1p3p2/4p4/p7P/2P1P1P2/1c2BA1C1/9/RNBAK2NR w	b0c2	4239	1:b0c2:4239;2:h0f1:4209;3:i4i5:4224;4:h0i2:4218	random_pikafish_takeover	seed	case-000797	26	2	28	0	135
C3ka1n1/4a2C1/b1n5b/1cp6/2P1p1P1p/5r2P/P1c6/4K3N/9/RNBA1AB1R w	e2e1	2087	1:e2e1:2087;2:b0c2:1945;3:c5b5:1261;4:c5c6:1233	random_pikafish_takeover	seed	case-000798	46	2	48	3	138
r1bak2r1/4an3/2n6/p1p3p2/6b1p/P1P3p2/C3P1c1P/R1N1CA3/6R2/2BAK1BN1 w	h0i2	2801	1:h0i2:2801;2:a3g3:2520;3:f2e1:1504;4:a4a5:1310	random_pikafish_takeover	seed	case-000799	32	2	34	5	138
